alpha,batch_size,depth,learning_rate_init,width,test_acc
1e-08,4.0,2.0,0.0059948424,256.0,0.900584795321637
1e-08,4.0,2.0,0.0059948424,406.0,0.901754385964912
1e-08,4.0,2.0,0.0059948424,645.0,0.897076023391813
1e-08,4.0,2.0,0.0059948424,1024.0,0.902534113060429
1e-08,4.0,2.0,0.021544347,16.0,0.889278752436647
1e-08,4.0,2.0,0.021544347,25.0,0.888109161793372
1e-08,4.0,2.0,0.021544347,40.0,0.883820662768031
1e-08,4.0,2.0,0.021544347,64.0,0.889668615984405
1e-08,4.0,2.0,0.021544347,101.0,0.880701754385965
1e-08,4.0,2.0,0.021544347,161.0,0.879142300194932
1e-08,4.0,2.0,0.021544347,256.0,0.859649122807017
1e-08,4.0,2.0,0.021544347,406.0,0.810916179337232
1e-08,4.0,2.0,0.021544347,645.0,0.816764132553606
1e-08,4.0,2.0,0.021544347,1024.0,0.779727095516569
1e-08,4.0,2.0,0.07742637,16.0,0.729044834307992
1e-08,4.0,2.0,0.07742637,25.0,0.776998050682261
1e-08,4.0,2.0,0.07742637,40.0,0.727485380116959
1e-08,4.0,2.0,0.07742637,64.0,0.645224171539961
1e-08,4.0,2.0,0.07742637,101.0,0.571539961013645
1e-08,4.0,2.0,0.07742637,161.0,0.521247563352827
1e-08,4.0,2.0,0.07742637,256.0,0.545029239766082
1e-08,4.0,2.0,0.07742637,406.0,0.501364522417154
1e-08,4.0,2.0,0.07742637,645.0,0.499415204678363
1e-08,4.0,2.0,0.07742637,1024.0,0.499805068226121
1e-08,4.0,2.0,0.27825594,16.0,0.500194931773879
1e-08,4.0,2.0,0.27825594,25.0,0.499805068226121
1e-08,4.0,2.0,0.27825594,40.0,0.501364522417154
1e-08,4.0,2.0,0.27825594,64.0,0.500194931773879
1e-08,4.0,2.0,0.27825594,101.0,0.499805068226121
1e-08,4.0,2.0,0.27825594,161.0,0.500584795321637
1e-08,4.0,2.0,0.27825594,256.0,0.500194931773879
1e-08,4.0,2.0,0.27825594,406.0,0.499415204678363
1e-08,4.0,2.0,0.27825594,645.0,0.500974658869396
1e-08,4.0,2.0,0.27825594,1024.0,0.500584795321637
1e-08,4.0,2.0,1.0,16.0,0.500584795321637
1e-08,4.0,2.0,1.0,25.0,0.500194931773879
1e-08,4.0,2.0,1.0,40.0,0.500194931773879
1e-08,4.0,2.0,1.0,64.0,0.499805068226121
1e-08,4.0,2.0,1.0,101.0,0.499415204678363
1e-08,4.0,2.0,1.0,161.0,0.503313840155945
1e-08,4.0,2.0,1.0,256.0,0.500584795321637
1e-08,4.0,2.0,1.0,406.0,0.500584795321637
1e-08,4.0,2.0,1.0,645.0,0.500194931773879
1e-08,4.0,2.0,1.0,1024.0,0.504873294346978
1e-08,4.0,3.0,1e-05,16.0,0.887719298245614
1e-08,4.0,3.0,1e-05,25.0,0.896296296296296
1e-08,4.0,3.0,1e-05,40.0,0.903313840155946
1e-08,4.0,3.0,1e-05,64.0,0.898635477582846
1e-08,4.0,3.0,1e-05,101.0,0.899025341130604
1e-08,4.0,3.0,1e-05,161.0,0.893957115009746
1e-08,4.0,3.0,1e-05,256.0,0.899025341130604
1e-08,4.0,3.0,1e-05,406.0,0.899415204678363
1e-08,4.0,3.0,1e-05,645.0,0.893957115009747
1e-08,4.0,3.0,1e-05,1024.0,0.899805068226121
1e-08,4.0,3.0,3.5938137e-05,16.0,0.892397660818713
1e-08,4.0,3.0,3.5938137e-05,25.0,0.887329434697856
1e-08,4.0,3.0,3.5938137e-05,40.0,0.881481481481482
1e-08,4.0,3.0,3.5938137e-05,64.0,0.89083820662768
1e-08,4.0,3.0,3.5938137e-05,101.0,0.897855750487329
1e-08,4.0,3.0,3.5938137e-05,161.0,0.891617933723197
1e-08,4.0,3.0,3.5938137e-05,256.0,0.897465886939571
1e-08,4.0,3.0,3.5938137e-05,406.0,0.898635477582846
1e-08,4.0,3.0,3.5938137e-05,645.0,0.899025341130604
1e-08,4.0,3.0,3.5938137e-05,1024.0,0.900974658869396
1e-08,4.0,3.0,0.00012915497,16.0,0.878752436647173
1e-08,4.0,3.0,0.00012915497,25.0,0.876803118908382
1e-08,4.0,3.0,0.00012915497,40.0,0.885769980506823
1e-08,4.0,3.0,0.00012915497,64.0,0.895126705653021
1e-08,4.0,3.0,0.00012915497,101.0,0.899415204678363
1e-08,4.0,3.0,0.00012915497,161.0,0.884600389863548
1e-08,4.0,3.0,0.00012915497,256.0,0.898635477582846
1e-08,4.0,3.0,0.00012915497,406.0,0.897076023391813
1e-08,4.0,3.0,0.00012915497,645.0,0.901754385964912
1e-08,4.0,3.0,0.00012915497,1024.0,0.90448343079922
1e-08,4.0,3.0,0.0004641589,16.0,0.875633528265107
1e-08,4.0,3.0,0.0004641589,25.0,0.87719298245614
1e-08,4.0,3.0,0.0004641589,40.0,0.878752436647173
1e-08,4.0,3.0,0.0004641589,64.0,0.891617933723197
1e-08,4.0,3.0,0.0004641589,101.0,0.90682261208577
1e-08,4.0,3.0,0.0004641589,161.0,0.898245614035088
1e-08,4.0,3.0,0.0004641589,256.0,0.905263157894737
1e-08,4.0,3.0,0.0004641589,406.0,0.902534113060429
1e-08,4.0,3.0,0.0004641589,645.0,0.90916179337232
1e-08,4.0,3.0,0.0004641589,1024.0,0.910721247563353
1e-08,4.0,3.0,0.0016681006,16.0,0.873684210526316
1e-08,4.0,3.0,0.0016681006,25.0,0.888499025341131
1e-08,4.0,3.0,0.0016681006,40.0,0.898635477582846
1e-08,4.0,3.0,0.0016681006,64.0,0.899805068226121
1e-08,4.0,3.0,0.0016681006,101.0,0.90448343079922
1e-08,4.0,3.0,0.0016681006,161.0,0.900194931773879
1e-08,4.0,3.0,0.0016681006,256.0,0.908771929824561
1e-08,4.0,3.0,0.0016681006,406.0,0.903313840155945
1e-08,4.0,3.0,0.0016681006,645.0,0.904093567251462
1e-08,4.0,3.0,0.0016681006,1024.0,0.899025341130604
1e-08,4.0,3.0,0.0059948424,16.0,0.87953216374269
1e-08,4.0,3.0,0.0059948424,25.0,0.89083820662768
1e-08,4.0,3.0,0.0059948424,40.0,0.887329434697856
1e-08,4.0,3.0,0.0059948424,64.0,0.89317738791423
1e-08,4.0,3.0,0.0059948424,101.0,0.89317738791423
1e-08,4.0,3.0,0.0059948424,161.0,0.888888888888889
1e-08,4.0,3.0,0.0059948424,256.0,0.894736842105263
1e-08,4.0,3.0,0.0059948424,406.0,0.884210526315789
1e-08,4.0,3.0,0.0059948424,645.0,0.888109161793372
1e-08,4.0,3.0,0.0059948424,1024.0,0.876023391812865
1e-08,4.0,3.0,0.021544347,16.0,0.891228070175438
1e-08,4.0,3.0,0.021544347,25.0,0.892007797270955
1e-08,4.0,3.0,0.021544347,40.0,0.870565302144249
1e-08,4.0,3.0,0.021544347,64.0,0.858089668615984
1e-08,4.0,3.0,0.021544347,101.0,0.836647173489279
1e-08,4.0,3.0,0.021544347,161.0,0.773879142300195
1e-08,4.0,3.0,0.021544347,256.0,0.760623781676413
1e-08,4.0,3.0,0.021544347,406.0,0.621442495126706
1e-08,4.0,3.0,0.021544347,645.0,0.565302144249513
1e-08,4.0,3.0,0.021544347,1024.0,0.572319688109162
1e-08,4.0,3.0,0.07742637,16.0,0.59766081871345
1e-08,4.0,3.0,0.07742637,25.0,0.601559454191033
1e-08,4.0,3.0,0.07742637,40.0,0.507212475633528
1e-08,4.0,3.0,0.07742637,64.0,0.612865497076023
1e-08,4.0,3.0,0.07742637,101.0,0.499415204678363
1e-08,4.0,3.0,0.07742637,161.0,0.510331384015595
1e-08,4.0,3.0,0.07742637,256.0,0.499805068226121
1e-08,4.0,3.0,0.07742637,406.0,0.500194931773879
1e-08,4.0,3.0,0.07742637,645.0,0.501364522417154
1e-08,4.0,3.0,0.07742637,1024.0,0.498635477582846
1e-08,4.0,3.0,0.27825594,16.0,0.499805068226121
1e-08,4.0,3.0,0.27825594,25.0,0.500584795321637
1e-08,4.0,3.0,0.27825594,40.0,0.500194931773879
1e-08,4.0,3.0,0.27825594,64.0,0.499805068226121
1e-08,4.0,3.0,0.27825594,101.0,0.499415204678363
1e-08,4.0,3.0,0.27825594,161.0,0.500584795321637
1e-08,4.0,3.0,0.27825594,256.0,0.499805068226121
1e-08,4.0,3.0,0.27825594,406.0,0.499805068226121
1e-08,4.0,3.0,0.27825594,645.0,0.500584795321637
1e-08,4.0,3.0,0.27825594,1024.0,0.501364522417154
1e-08,4.0,3.0,1.0,16.0,0.500194931773879
1e-08,4.0,3.0,1.0,25.0,0.499805068226121
1e-08,4.0,3.0,1.0,40.0,0.500194931773879
1e-08,4.0,3.0,1.0,64.0,0.500974658869396
1e-08,4.0,3.0,1.0,101.0,0.499805068226121
1e-08,4.0,3.0,1.0,161.0,0.499415204678363
1e-08,4.0,3.0,1.0,256.0,0.500584795321637
1e-08,4.0,3.0,1.0,406.0,0.500194931773879
1e-08,4.0,3.0,1.0,645.0,0.500194931773879
1e-08,4.0,3.0,1.0,1024.0,0.525925925925926
1e-08,6.0,1.0,1e-05,16.0,0.887719298245614
1e-08,6.0,1.0,1e-05,25.0,0.894346978557505
1e-08,6.0,1.0,1e-05,40.0,0.901364522417154
1e-08,6.0,1.0,1e-05,64.0,0.905263157894737
1e-08,6.0,1.0,1e-05,101.0,0.90682261208577
1e-08,6.0,1.0,1e-05,161.0,0.909551656920078
1e-08,6.0,1.0,1e-05,256.0,0.909551656920078
1e-08,6.0,1.0,1e-05,406.0,0.908771929824561
1e-08,6.0,1.0,1e-05,645.0,0.909941520467836
1e-08,6.0,1.0,1e-05,1024.0,0.908382066276803
1e-08,6.0,1.0,3.5938137e-05,16.0,0.902923976608187
1e-08,6.0,1.0,3.5938137e-05,25.0,0.907212475633528
1e-08,6.0,1.0,3.5938137e-05,40.0,0.910721247563353
1e-08,6.0,1.0,3.5938137e-05,64.0,0.908382066276803
1e-08,6.0,1.0,3.5938137e-05,101.0,0.904873294346978
1e-08,6.0,1.0,3.5938137e-05,161.0,0.905263157894737
1e-08,6.0,1.0,3.5938137e-05,256.0,0.898635477582846
1e-08,6.0,1.0,3.5938137e-05,406.0,0.898245614035088
1e-08,6.0,1.0,3.5938137e-05,645.0,0.895906432748538
1e-08,6.0,1.0,3.5938137e-05,1024.0,0.896686159844055
1e-08,6.0,1.0,0.00012915497,16.0,0.902923976608187
1e-08,6.0,1.0,0.00012915497,25.0,0.902923976608187
1e-08,6.0,1.0,0.00012915497,40.0,0.897855750487329
1e-08,6.0,1.0,0.00012915497,64.0,0.894736842105263
1e-08,6.0,1.0,0.00012915497,101.0,0.892007797270955
1e-08,6.0,1.0,0.00012915497,161.0,0.89551656920078
1e-08,6.0,1.0,0.00012915497,256.0,0.892007797270955
1e-08,6.0,1.0,0.00012915497,406.0,0.894736842105263
1e-08,6.0,1.0,0.00012915497,645.0,0.896296296296296
1e-08,6.0,1.0,0.00012915497,1024.0,0.893957115009747
1e-08,6.0,1.0,0.0004641589,16.0,0.888888888888889
1e-08,6.0,1.0,0.0004641589,25.0,0.892787524366472
1e-08,6.0,1.0,0.0004641589,40.0,0.887329434697856
1e-08,6.0,1.0,0.0004641589,64.0,0.888888888888889
1e-08,6.0,1.0,0.0004641589,101.0,0.889668615984405
1e-08,6.0,1.0,0.0004641589,161.0,0.897855750487329
1e-08,6.0,1.0,0.0004641589,256.0,0.892787524366472
1e-08,6.0,1.0,0.0004641589,406.0,0.893957115009747
1e-08,6.0,1.0,0.0004641589,645.0,0.894736842105263
1e-08,6.0,1.0,0.0004641589,1024.0,0.898635477582846
1e-08,6.0,1.0,0.0016681006,16.0,0.863937621832359
1e-08,6.0,1.0,0.0016681006,25.0,0.883820662768031
1e-08,6.0,1.0,0.0016681006,40.0,0.883040935672515
1e-08,6.0,1.0,0.0016681006,64.0,0.885380116959064
1e-08,6.0,1.0,0.0016681006,101.0,0.890058479532164
1e-08,6.0,1.0,0.0016681006,161.0,0.893957115009747
1e-08,6.0,1.0,0.0016681006,256.0,0.899415204678363
1e-08,6.0,1.0,0.0016681006,406.0,0.891617933723197
1e-08,6.0,1.0,0.0016681006,645.0,0.898635477582846
1e-08,6.0,1.0,0.0016681006,1024.0,0.897465886939571
1e-08,6.0,1.0,0.0059948424,16.0,0.879142300194932
1e-08,6.0,1.0,0.0059948424,25.0,0.87953216374269
1e-08,6.0,1.0,0.0059948424,40.0,0.888499025341131
1e-08,6.0,1.0,0.0059948424,64.0,0.892397660818713
1e-08,6.0,1.0,0.0059948424,101.0,0.899025341130604
1e-08,6.0,1.0,0.0059948424,161.0,0.899025341130604
1e-08,6.0,1.0,0.0059948424,256.0,0.893957115009746
1e-08,6.0,1.0,0.0059948424,406.0,0.900194931773879
1e-08,6.0,1.0,0.0059948424,645.0,0.90448343079922
1e-08,6.0,1.0,0.0059948424,1024.0,0.900974658869396
1e-08,6.0,1.0,0.021544347,16.0,0.879922027290448
1e-08,6.0,1.0,0.021544347,25.0,0.884600389863548
1e-08,6.0,1.0,0.021544347,40.0,0.891228070175439
1e-08,6.0,1.0,0.021544347,64.0,0.886159844054581
1e-08,6.0,1.0,0.021544347,101.0,0.893957115009747
1e-08,6.0,1.0,0.021544347,161.0,0.888888888888889
1e-08,6.0,1.0,0.021544347,256.0,0.895126705653021
1e-08,6.0,1.0,0.021544347,406.0,0.896686159844055
1e-08,6.0,1.0,0.021544347,645.0,0.891228070175439
1e-08,6.0,1.0,0.021544347,1024.0,0.893567251461988
1e-08,6.0,1.0,0.07742637,16.0,0.896686159844055
1e-08,6.0,1.0,0.07742637,25.0,0.903313840155945
1e-08,6.0,1.0,0.07742637,40.0,0.899805068226121
1e-08,6.0,1.0,0.07742637,64.0,0.896296296296296
1e-08,6.0,1.0,0.07742637,101.0,0.888499025341131
1e-08,6.0,1.0,0.07742637,161.0,0.887719298245614
1e-08,6.0,1.0,0.07742637,256.0,0.888499025341131
1e-08,6.0,1.0,0.07742637,406.0,0.878752436647173
1e-08,6.0,1.0,0.07742637,645.0,0.888499025341131
1e-08,6.0,1.0,0.07742637,1024.0,0.891617933723197
1e-08,6.0,1.0,0.27825594,16.0,0.821052631578947
1e-08,6.0,1.0,0.27825594,25.0,0.82729044834308
1e-08,6.0,1.0,0.27825594,40.0,0.847563352826511
1e-08,6.0,1.0,0.27825594,64.0,0.844444444444444
1e-08,6.0,1.0,0.27825594,101.0,0.849512670565302
1e-08,6.0,1.0,0.27825594,161.0,0.859259259259259
1e-08,6.0,1.0,0.27825594,256.0,0.876023391812865
1e-08,6.0,1.0,0.27825594,406.0,0.886549707602339
1e-08,6.0,1.0,0.27825594,645.0,0.886939571150097
1e-08,6.0,1.0,0.27825594,1024.0,0.88187134502924
1e-08,6.0,1.0,1.0,16.0,0.784795321637427
1e-08,6.0,1.0,1.0,25.0,0.80896686159844
1e-08,6.0,1.0,1.0,40.0,0.807797270955166
1e-08,6.0,1.0,1.0,64.0,0.840155945419103
1e-08,6.0,1.0,1.0,101.0,0.850292397660819
1e-08,6.0,1.0,1.0,161.0,0.85458089668616
1e-08,6.0,1.0,1.0,256.0,0.880311890838207
1e-08,6.0,1.0,1.0,406.0,0.874463937621832
1e-08,6.0,1.0,1.0,645.0,0.88421052631579
1e-08,6.0,1.0,1.0,1024.0,0.888888888888889
1e-08,6.0,2.0,1e-05,16.0,0.882651072124756
1e-08,6.0,2.0,1e-05,25.0,0.891228070175438
1e-08,6.0,2.0,1e-05,40.0,0.900974658869396
1e-08,6.0,2.0,1e-05,64.0,0.905263157894737
1e-08,6.0,2.0,1e-05,101.0,0.904873294346978
1e-08,6.0,2.0,1e-05,161.0,0.899025341130604
1e-08,6.0,2.0,1e-05,256.0,0.898245614035088
1e-08,6.0,2.0,1e-05,406.0,0.892787524366472
1e-08,6.0,2.0,1e-05,645.0,0.890058479532164
1e-08,6.0,2.0,1e-05,1024.0,0.897465886939571
1e-08,6.0,2.0,3.5938137e-05,16.0,0.902534113060429
1e-08,6.0,2.0,3.5938137e-05,25.0,0.899805068226121
1e-08,6.0,2.0,3.5938137e-05,40.0,0.906042884990253
1e-08,6.0,2.0,3.5938137e-05,64.0,0.898245614035088
1e-08,6.0,2.0,3.5938137e-05,101.0,0.892787524366472
1e-08,6.0,2.0,3.5938137e-05,161.0,0.896686159844055
1e-08,6.0,2.0,3.5938137e-05,256.0,0.894346978557505
1e-08,6.0,2.0,3.5938137e-05,406.0,0.890058479532164
1e-08,6.0,2.0,3.5938137e-05,645.0,0.891228070175438
1e-08,6.0,2.0,3.5938137e-05,1024.0,0.898245614035088
1e-08,6.0,2.0,0.00012915497,16.0,0.887329434697856
1e-08,6.0,2.0,0.00012915497,25.0,0.886939571150097
1e-08,6.0,2.0,0.00012915497,40.0,0.889668615984405
1e-08,6.0,2.0,0.00012915497,64.0,0.888888888888889
1e-08,6.0,2.0,0.00012915497,101.0,0.893567251461988
1e-08,6.0,2.0,0.00012915497,161.0,0.89551656920078
1e-08,6.0,2.0,0.00012915497,256.0,0.89551656920078
1e-08,6.0,2.0,0.00012915497,406.0,0.894346978557505
1e-08,6.0,2.0,0.00012915497,645.0,0.893567251461988
1e-08,6.0,2.0,0.00012915497,1024.0,0.899415204678363
1e-08,6.0,2.0,0.0004641589,16.0,0.871345029239766
1e-08,6.0,2.0,0.0004641589,25.0,0.877582846003899
1e-08,6.0,2.0,0.0004641589,40.0,0.892007797270955
1e-08,6.0,2.0,0.0004641589,64.0,0.892787524366472
1e-08,6.0,2.0,0.0004641589,101.0,0.897076023391813
1e-08,6.0,2.0,0.0004641589,161.0,0.89083820662768
1e-08,6.0,2.0,0.0004641589,256.0,0.896296296296296
1e-08,6.0,2.0,0.0004641589,406.0,0.89083820662768
1e-08,6.0,2.0,0.0004641589,645.0,0.900194931773879
1e-08,6.0,2.0,0.0004641589,1024.0,0.903313840155946
1e-08,6.0,2.0,0.0016681006,16.0,0.878362573099415
